Key,Description,Standard,Chinese,TraditionalChinese,English
SAY.chapterFlow02.5723.主角,,你莫想骗我。,你莫想骗我。,你莫想騙我。,Don't try to trick me.
SAY.chapterFlow02.5724.主角,,我问过你阿公，你平时是九点休息的。,我问过你阿公，你平时是九点休息的。,我問過你阿公，你平時是九點休息的。,I asked Grandpa， he said you normally go to bed at 9.
SAY.chapterFlow02.5725.女儿,,没骗你！就是九点半！,没骗你！就是九点半！,沒騙你！就是九點半！,I'm not lying! It's 9:30!
SAY.chapterFlow02.5726.主角,,你看到十点钟，睡觉的时间就不够了。,你看到十点钟，睡觉的时间就不够了。,你看到十點鐘，睡覺的時間就不夠了。,Once it's 10， you don't have enough time ito sleep.
SAY.chapterFlow02.5727.主角,,明早起不来，上课又没有精神。,明早起不来，上课又没有精神。,明早起不來，上課又沒有精神。,Can't get up in the morning， won't have energy to pay attention in class.
SAY.chapterFlow02.5728.主角,,去睡吧。,去睡吧。,去睡吧。,Go to bed.
SAY.chapterFlow02.5730.主角,,讲你听见咩？,讲你听见咩？,講你聽見咩？,Did you hear?
SAY.chapterFlow02.5733.女儿,,我不睡！,我不睡！,我不睡！,I don't wanna!
SAY.chapterFlow02.5734.主角,,关电视，马上！,关电视，马上！,關電視，馬上！,Turn off the tv， now!
SAY.chapterFlow02.5735.女儿,,我不要！,我不要！,我不要！,I don't wanna!
SAY.chapterFlow02.5736.女儿,,我不关我不关我不关！,我不关我不关我不关！,我不關我不關我不關！,I don't wanna! I don't wanna! I don't wanna!
SAY.chapterFlow02.5737.女儿,,你说话不算话！,你说话不算话！,你說話不算話！,You go back on what you said!
SAY.chapterFlow02.5738.女儿,,说好可以多看半个钟，又不让我看！,说好可以多看半个钟，又不让我看！,說好可以多看半個鐘，又不讓我看！,You said I could watch an extra half hour and then you don't let me!
SAY.chapterFlow02.5739.主角,,你发什么气！？,你发什么气！？,你發什麼氣！？,Why are you throwing a tantrum?!
SAY.chapterFlow02.5740.主角,,动不动就发气！,动不动就发气！,動不動就發氣！,Throwing a tantrum all the time!
SAY.chapterFlow02.5741.主角,,快点去漱口！,快点去漱口！,快點去漱口！,Go rinse your mouth!
SAY.chapterFlow02.5746.主角,,我数三声！,我数三声！,我數三聲！,I'll count to three!
SAY.chapterFlow02.5753.主角,,往天也是九点半？,往天也是九点半？,往天也是九點半？,In the past it was also 9:30?
SAY.chapterFlow02.5754.旁白1,,对啊，她去睡觉了我就开始看电视剧。,对啊，她去睡觉了我就开始看电视剧。,對啊，她去睡覺了我就開始看電視劇。,Yeah， I start watching my dramas after she goes to bed.
SAY.chapterFlow02.5755.主角,,太晚了。,太晚了。,太晚了。,Too late.
SAY.chapterFlow02.5756.旁白1,,娃仔又还没困，你逼她干什么？,娃仔又还没困，你逼她干什么？,娃仔又還沒困，你逼她幹什麼？,She's not tired， why do you force her?
SAY.chapterFlow02.5757.主角,,你们就是把她宠坏了。,你们就是把她宠坏了。,你們就是把她寵壞了。,You're spoiling her.
SAY.chapterFlow02.5758.主角,,现在一点都不听话。,现在一点都不听话。,現在一點都不聽話。,Now she won't listen.
SAY.chapterFlow02.5759.旁白1,,娃仔是这样的啦，总有淘气的时候。,娃仔是这样的啦，总有淘气的时候。,娃仔是這樣的啦，總有淘氣的時候。,Kids are like that， they'll misbehave occasionally.
SAY.chapterFlow02.5760.旁白1,,你以为你小时候好带？,你以为你小时候好带？,你以為你小時候好帶？,You thought you were easy to raise?
SAY.chapterFlow02.5761.主角,,讲得好比你带过一样。,讲得好比你带过一样。,講得好比你帶過一樣。,You talk like you know what it's like.
SAY.chapterFlow02.5762.主角,,以前不都是我妈和大姐带的我。,以前不都是我妈和大姐带的我。,以前不都是我媽和大姐帶的我。,Mom and Big sis were the ones who took care of me.
SAY.chapterFlow02.5763.旁白1,,骑自行车哪个教你的？,骑自行车哪个教你的？,騎自行車哪個教你的？,Who taught you how to ride a bike?
SAY.chapterFlow02.5764.旁白1,,游泳划船哪个教你的？,游泳划船哪个教你的？,游泳划船哪個教你的？,Swimming? Rowing? What about those?
SAY.chapterFlow02.5765.主角,,你是想出去耍，才顺便带上我。,你是想出去耍，才顺便带上我。,你是想出去耍，才順便帶上我。,You wanted to go out， you just brought me along.
SAY.chapterFlow02.5766.旁白1,,乱讲什么癫话。,乱讲什么癫话。,亂講什麼癲話。,Nonsense.
SAY.chapterFlow02.5767.主角,,你们几时回来？,你们几时回来？,你們幾時回來？,When are you all coming back?
SAY.chapterFlow02.5768.旁白1,,肯定要等小妹好啊。,肯定要等小妹好啊。,肯定要等小妹好啊。,After your little sister gets better.
SAY.chapterFlow02.5769.主角,,她现在怎么样？,她现在怎么样？,她現在怎麼樣？,How is she?
SAY.chapterFlow02.5770.旁白1,,还下不得床。,还下不得床。,還下不得床。,Still on bedrest.
SAY.chapterFlow02.5771.主角,,很痛的，麻醉退了。,很痛的，麻醉退了。,很痛的，麻醉退了。,In lots of pain， the sedatives are gone.
SAY.chapterFlow02.5772.旁白1,,她太瘦，身体不够好。,她太瘦，身体不够好。,她太瘦，身體不夠好。,She's too thin， not heathly enough.
SAY.chapterFlow02.5773.旁白1,,那天生完还要输血呢，医生怕她恢复不过来。,那天生完还要输血呢，医生怕她恢复不过来。,那天生完還要輸血呢，醫生怕她恢復不過來。,She had to get a blood transfusion after too， the doctor was afraid she wouldn't recover.
SAY.chapterFlow02.5774.主角,,辛苦哦。,辛苦哦。,辛苦哦。,That's hard.
SAY.chapterFlow02.5775.主角,,那就好好照顾她吧。,那就好好照顾她吧。,那就好好照顧她吧。,Take care of her.
SAY.chapterFlow02.5776.旁白1,,得啦。,得啦。,得啦。,Got it.
SAY.chapterFlow02.5777.旁白1,,我们一直轮流守着的。,我们一直轮流守着的。,我們一直輪流守著的。,We take turns.
SAY.chapterFlow02.5778.主角,,对啊，莫给她乱动。,对啊，莫给她乱动。,對啊，莫給她亂動。,Yeah， don't let her move around.
SAY.chapterFlow02.5779.旁白1,,没有什么就挂了吧。,没有什么就挂了吧。,沒有什麼就掛了吧。,If there's nothing else then hang up.
SAY.chapterFlow02.5780.旁白1,,长途电话费贵得要死。,长途电话费贵得要死。,長途電話費貴得要死。,Long distance calls are expensive.
SAY.chapterFlow02.5781.主角,,嗯。,嗯。,嗯。,Yeah.
SAY.chapterFlow02.5786.张老师,,覃司机。,覃司机。,覃司機。,Driver Qin.
SAY.chapterFlow02.5787.主角,,张老师，你好！,张老师，你好！,張老師，你好！,Teacher Zhang， hi!
SAY.chapterFlow02.5788.主角,,我来接覃茁荔。,我来接覃茁荔。,我來接覃茁荔。,I'm here to pick up Qin Zhuoli.
SAY.chapterFlow02.5789.张老师,,你要等一下哦。,你要等一下哦。,你要等一下哦。,You'll have to wait.
SAY.chapterFlow02.5790.张老师,,她挨罚留堂，得把布置的东西抄完才能走。,她挨罚留堂，得把布置的东西抄完才能走。,她挨罰留堂，得把佈置的東西抄完才能走。,She got punished to stay， so she has to finish copying her work first.
SAY.chapterFlow02.5791.主角,,……罚留堂？,……罚留堂？,……罰留堂？,...Punished to stay?
SAY.chapterFlow02.5792.主角,,她做了什么吗？,她做了什么吗？,她做了什麼嗎？,What'd she do?
SAY.chapterFlow02.5793.张老师,,你这个女儿呀，该说她胆子小还是胆子大呢？,你这个女儿呀，该说她胆子小还是胆子大呢？,你這個女兒呀，該說她膽子小還是膽子大呢？,Your daughter， should I say she's brave or cowardly?
SAY.chapterFlow02.5794.张老师,,平时跟老师，跟同学，话都不敢多说两句。,平时跟老师，跟同学，话都不敢多说两句。,平時跟老師，跟同學，話都不敢多說兩句。,Normally， she doesn't talk much to her teachers or classmates.
SAY.chapterFlow02.5795.张老师,,想不到她上课的时候，居然偷偷看图画书。,想不到她上课的时候，居然偷偷看图画书。,想不到她上課的時候，居然偷偷看圖畫書。,But during class， I saw her sneakily reading a storybook.
SAY.chapterFlow02.5796.张老师,,被我逮到了，要没收，还想抢回来。,被我逮到了，要没收，还想抢回来。,被我逮到了，要沒收，還想搶回來。,I caught her， wanted to take it away， she fought back.
SAY.chapterFlow02.5797.张老师,,不得了，要是学习也有这股劲就好咯。,不得了，要是学习也有这股劲就好咯。,不得了，要是學習也有這股勁就好咯。,Incredible， if only she had that much energy to study.
SAY.chapterFlow02.5798.主角,,……是家里的图画书？,……是家里的图画书？,……是家裏的圖畫書？,...Storybook from home?
SAY.chapterFlow02.5799.张老师,,对，什么威风女侠。,对，什么威风女侠。,對，什麼威風女俠。,Yeah， something Mighty Heroine.
SAY.chapterFlow02.5800.张老师,,她带了好几本来学校。,她带了好几本来学校。,她帶了好幾本來學校。,She brought a lot of them to school.
SAY.chapterFlow02.5801.张老师,,我问她，上课为什么看与学习无关的书？,我问她，上课为什么看与学习无关的书？,我問她，上課為什麼看與學習無關的書？,I asked her， why is she reading books not related to class?
SAY.chapterFlow02.5802.张老师,,你猜她怎么回答我？,你猜她怎么回答我？,你猜她怎麼回答我？,You know how she answered me?
SAY.chapterFlow02.5804.主角,,……,……,……,……
SAY.chapterFlow02.5805.张老师,,她说，我想看。,她说，我想看。,她說，我想看。,She said， “Because I want to.”
SAY.chapterFlow02.5806.张老师,,我就是想看。,我就是想看。,我就是想看。,“I want to read it.”
SAY.chapterFlow02.5807.主角,,……,……,……,……
SAY.chapterFlow02.5809.张老师,,覃司机，你瞧瞧。,覃司机，你瞧瞧。,覃司機，你瞧瞧。,Driver Qin， look.
SAY.chapterFlow02.5810.张老师,,为什么说你女儿难教？,为什么说你女儿难教？,為什麼說你女兒難教？,Why is your daughter so hard to teach.
SAY.chapterFlow02.5811.张老师,,她来来去去就几句话。,她来来去去就几句话。,她來來去去就幾句話。,Back and forth it's just a few phrases.
SAY.chapterFlow02.5812.张老师,,是，不是；有，没有；,是，不是；有，没有；,是，不是；有，沒有；,Yes， no. 
SAY.chapterFlow02.5813.张老师,,想，不想；要，不要；,想，不想；要，不要；,想，不想；要，不要；,I want to， I don't want to.
SAY.chapterFlow02.5814.张老师,,我根本都不晓得她到底在想点什么。,我根本都不晓得她到底在想点什么。,我根本都不曉得她到底在想點什麼。,I don't even know what she's thinking.
SAY.chapterFlow02.5815.主角,,……对不起，老师。,……对不起，老师。,……對不起，老師。,...Sorry， Teacher.
SAY.chapterFlow02.5816.张老师,,这娃仔身体不是很好，你们情况也比较特殊。,这娃仔身体不是很好，你们情况也比较特殊。,這娃仔身體不是很好，你們情況也比較特殊。,She's not very healthy， and your situation is different.
SAY.chapterFlow02.5817.张老师,,这些我都能理解，我也特别照顾她了。,这些我都能理解，我也特别照顾她了。,這些我都能理解，我也特別照顧她了。,I can understand， and I'm trying my best.
SAY.chapterFlow02.5818.张老师,,但是过了这么久，一点长进都没有。,但是过了这么久，一点长进都没有。,但是過了這麼久，一點長進都沒有。,But after so long， there's still no improvement.
SAY.chapterFlow02.5819.张老师,,家长是要采取行动了，不能都丢给学校。,家长是要采取行动了，不能都丢给学校。,家長是要採取行動了，不能都丟給學校。,Parents have to take some responsibility too， can't just throw it all to the school.
SAY.chapterFlow02.5820.张老师,,她现在这么刁蛮，都是你们纵容的。,她现在这么刁蛮，都是你们纵容的。,她現在這麼刁蠻，都是你們縱容的。,She's so bossy now because you let her be.
SAY.chapterFlow02.5821.张老师,,你觉得我讲的对不对？,你觉得我讲的对不对？,你覺得我講的對不對？,Don't you think?
SAY.chapterFlow02.5822.主角,,……嗯。,……嗯。,……嗯。,....Yeah.
SAY.chapterFlow02.5823.张老师,,训娃仔就要恶，不然她不当回事。,训娃仔就要恶，不然她不当回事。,訓娃仔就要惡，不然她不當回事。,You have to be strict when your scolding them otherwise they don't care.
SAY.chapterFlow02.5826.张老师,,得让她知道自己错了。,得让她知道自己错了。,得讓她知道自己錯了。,Let them know they are wrong.
SAY.chapterFlow02.5827.张老师,,特别是女娃仔，听话是最要紧的。,特别是女娃仔，听话是最要紧的。,特別是女娃仔，聽話是最要緊的。,Especially girls， being obedient is most important.
SAY.chapterFlow02.5828.张老师,,你看我家周筱钰，教的就挺好。,你看我家周筱钰，教的就挺好。,你看我家周筱鈺，教的就挺好。,Like my Zhou Xiaoyu， she is easy to teach.
SAY.chapterFlow02.5829.张老师,,从小让她做什么，她就做什么，规规矩矩。,从小让她做什么，她就做什么，规规矩矩。,從小讓她做什麼，她就做什麼，規規矩矩。,Whatever I tell her to do， she'll do， follows instructions.
SAY.chapterFlow02.5830.张老师,,这不就考上大学了吗？,这不就考上大学了吗？,這不就考上大學了嗎？,See， she made it to college.
