Key,Description,Standard,Chinese,TraditionalChinese
SAY.chapterFlow02.5316.主角,,可能镇更大一点吧。,Maybe town is bigger?,Maybe town is bigger?
SAY.chapterFlow02.5317.女儿,,那龙水县呢？,Then Longshui County?,Then Longshui County?
SAY.chapterFlow02.5318.主角,,龙水县是上一级。,Longshui County is one level above.,Longshui County is one level above.
SAY.chapterFlow02.5319.主角,,龙水县管芷滨镇。,Longshui County manages Zhibin Town.,Longshui County manages Zhibin Town.
SAY.chapterFlow02.5320.女儿,,不懂什么意思。,I don't get it.,I don't get it.
SAY.chapterFlow02.5321.主角,,我想想怎么跟你讲……,Let me think about how to explain it to you...,Let me think about how to explain it to you...
SAY.chapterFlow02.5322.主角,,打个比方，你在学校是哪个班？,For example， what class are you in at school.,For example， what class are you in at school.
SAY.chapterFlow02.5323.女儿,,二一班。,Class two one.,Class two one.
SAY.chapterFlow02.5324.主角,,二年级，一班？,Second grade， class one?,Second grade， class one?
SAY.chapterFlow02.5325.女儿,,嗯。,Yeah.,Yeah.
SAY.chapterFlow02.5326.主角,,你把龙水县当二年级，芷滨镇就相当于一班。,So if Longshui County is second grade， then Zhibin Town is class one,So if Longshui County is second grade， then Zhibin Town is class one
SAY.chapterFlow02.5327.主角,,二年级不仅有一班，还有很多个班。,There's not just one class in second grade， there's lots of classes.,There's not just one class in second grade， there's lots of classes.
SAY.chapterFlow02.5328.主角,,龙水县不仅有芷滨，还有其他各个镇。,Longshui County doesn't just have Zhibin， it has lots of other towns too.,Longshui County doesn't just have Zhibin， it has lots of other towns too.
SAY.chapterFlow02.5329.女儿,,哦！那我明白了！,Oh! I get it now!,Oh! I get it now!
SAY.chapterFlow02.5330.主角,,为什么突然问这个？,Why do you suddenly ask this?,Why do you suddenly ask this?
SAY.chapterFlow02.5331.女儿,,妈妈帮我画了一幅画，还没有名字。,Mommy drew a picture for me， but there's no name.,Mommy drew a picture for me， but there's no name.
SAY.chapterFlow02.5332.女儿,,现在决定了，就叫——芷滨镇小地图！,Now I decided， I'm going to call it the Zhibin Town map!,Now I decided， I'm going to call it the Zhibin Town map!
SAY.chapterFlow02.5333.主角,,什么样的，给我看看。,What's it look like， let me see.,What's it look like， let me see.
SAY.chapterFlow02.18.UI旁白2,,可以哦，画得挺好。,Oh， it's nicely drawn.,Oh， it's nicely drawn.
SAY.chapterFlow02.19.UI旁白1,,图案是妈妈画的，颜色是我涂的。,Mommy drew the pictures， I colored it in.,Mommy drew the pictures， I colored it in.
SAY.chapterFlow02.5335.UI旁白2,,这么小的公仔，好玩。,This looks fun.,This looks fun.
SAY.chapterFlow02.20.UI旁白1,,你能看得出画的都是些什么吗？,Can you tell what these are?,Can you tell what these are?
SAY.chapterFlow02.23.UI旁白2,,能啊，这么明显。,Yeah， it's obvious.,Yeah， it's obvious.
SAY.chapterFlow02.25.UI旁白2,,这是邮局。,This is the post office.,This is the post office.
SAY.chapterFlow02.4737.UI旁白2,,这是医院。,This is the hospital.,This is the hospital.
SAY.chapterFlow02.26.UI旁白2,,这是民警吧？派出所。,Civil police? Dispatch.,Civil police? Dispatch.
SAY.chapterFlow02.891.UI旁白1,,这些都太简单啦。,Too easy.,Too easy.
SAY.chapterFlow02.4613.UI旁白1,,我要考你几个难的。,Then I'm going to test you on some hard ones.,Then I'm going to test you on some hard ones.
SAY.chapterFlow02.4614.UI旁白1,,这个是什么？,What's this?,What's this?
SAY.chapterFlow02.56.UI旁白1,,对的！这是烧烤串！,Yeah! This is a BBQ skewer!,Yeah! This is a BBQ skewer!
SAY.chapterFlow02.57.UI旁白1,,这里是桥头的烧烤店。,This is the BBQ shop at the bridge.,This is the BBQ shop at the bridge.
SAY.chapterFlow02.66.UI旁白1,,什么是皂荚？,What's zao jia?,What's zao jia?
SAY.chapterFlow02.67.UI旁白2,,皂荚树啊。,Zao jia tree.,Zao jia tree.
SAY.chapterFlow02.5336.UI旁白2,,它的果就像这样子啦，一颗颗连成一串的。,The fruit looks like this， it's like a round thing and another all linked together.,The fruit looks like this， it's like a round thing and another all linked together.
SAY.chapterFlow02.5337.UI旁白1,,不对！这是烧烤串！,No! This is a BBQ skewer!,No! This is a BBQ skewer!
SAY.chapterFlow02.5338.UI旁白1,,这里是桥头的烧烤店。,This is the BBQ shop at the bridge.,This is the BBQ shop at the bridge.
SAY.chapterFlow02.102.UI旁白1,,嗯，是烟囱！,Yeah， this is a chimney!,Yeah， this is a chimney!
SAY.chapterFlow02.103.UI旁白1,,这里是糖厂。,This is the sugar factory.,This is the sugar factory.
SAY.chapterFlow02.115.UI旁白1,,什么是酒壶？,What is a flagon?,What is a flagon?
SAY.chapterFlow02.119.UI旁白2,,就是装酒的东西。,It's where you put alcohol.,It's where you put alcohol.
SAY.chapterFlow02.5339.UI旁白1,,装酒不是用汽水瓶吗？,Don't they use those soda bottles?,Don't they use those soda bottles?
SAY.chapterFlow02.5340.UI旁白2,,那是你公自己的习惯。,That's your grandpa's habit.,That's your grandpa's habit.
SAY.chapterFlow02.5341.UI旁白2,,有的酒壶就长这样。,Flagons look like this.,Flagons look like this.
SAY.chapterFlow02.5342.UI旁白1,,不是，这是烟囱！,No， this is a chimney!,No， this is a chimney!
SAY.chapterFlow02.5343.UI旁白1,,这里是糖厂！,This is the sugar factory!,This is the sugar factory!
SAY.chapterFlow02.134.UI旁白1,,回答正确！,Correct answer!,Correct answer!
SAY.chapterFlow02.135.UI旁白1,,快到村里那条路，有个古代留下的城门。,The town has a gate left over from old times.,The town has a gate left over from old times.
SAY.chapterFlow02.152.UI旁白1,,我们镇上哪有塔呀！？,We don't have a tower in our town!?,We don't have a tower in our town!?
SAY.chapterFlow02.153.UI旁白1,,是城门！,This is the gate!,This is the gate!
SAY.chapterFlow02.155.UI旁白1,,快到村里那条路，有个古代留下的城门。,The gate left over from old times.,The gate left over from old times.
SAY.chapterFlow02.80.UI旁白2,,你也吃过那家烧烤咯？,You've had BBQ there before?,You've had BBQ there before?
SAY.chapterFlow02.4619.UI旁白2,,他们不是晚上才开门？,Don't they only open at night?,Don't they only open at night?
SAY.chapterFlow02.99.UI旁白1,,白天也有开的！,They're open during the day too.,They're open during the day too.
SAY.chapterFlow02.4621.UI旁白1,,阿公喜欢去那里买酒。,Grandpa likes to buy booze there.,Grandpa likes to buy booze there.
SAY.chapterFlow02.4622.UI旁白1,,那个烧烤叔叔自己酿了一大缸酒。,The uncle there made a whole thing of their own.,The uncle there made a whole thing of their own.
SAY.chapterFlow02.4623.UI旁白2,,哦，怪不得。,Oh， no wonder.,Oh， no wonder.
SAY.chapterFlow02.4620.UI旁白1,,这个呢，这又是什么？,This here， what's this?,This here， what's this?
SAY.chapterFlow02.127.UI旁白1,,阿爸。,Daddy.,Daddy.
SAY.chapterFlow02.4629.UI旁白1,,糖厂是做糖的吗？,Does the sugar factory make sugar?,Does the sugar factory make sugar?
SAY.chapterFlow02.4630.UI旁白2,,不做糖那做什么？,What else would they make?,What else would they make?
SAY.chapterFlow02.4632.UI旁白1,,噢。,Oh.,Oh.
SAY.chapterFlow02.5344.UI旁白1,,在那里上班会发糖吗？,Do they give candy if you work there?,Do they give candy if you work there?
SAY.chapterFlow02.4634.UI旁白2,,会啊。,Yeah.,Yeah.
SAY.chapterFlow02.5345.UI旁白2,,职工福利，过节就发。,Perks at work， you get some during the holiday.,Perks at work， you get some during the holiday.
SAY.chapterFlow02.4636.UI旁白1,,真好！,Cool!,Cool!
SAY.chapterFlow02.4637.UI旁白1,,我也想去糖厂上班！,I want to go work at the sugar factory!,I want to go work at the sugar factory!
SAY.chapterFlow02.4638.UI旁白2,,人家生产的是白砂糖，不是你吃的那种糖果。,They make cane sugar， not the candy you eat. ,They make cane sugar， not the candy you eat. 
SAY.chapterFlow02.4639.UI旁白1,,啊？,Oh?,Oh?
SAY.chapterFlow02.4640.UI旁白1,,那，那我再想想！,Then， then let me think!,Then， then let me think!
SAY.chapterFlow02.5347.UI旁白1,,下一个问题！这个！,Next question! This one!,Next question! This one!
SAY.chapterFlow02.165.UI旁白2,,那个城门你也知道啊？,Oh you know about that gate?,Oh you know about that gate?
SAY.chapterFlow02.169.UI旁白1,,妈妈昨天跟我说过的！,Mom told me about it yesterday!,Mom told me about it yesterday!
SAY.chapterFlow02.4647.UI旁白1,,她说，还有人去那里拍电视剧呢！,She told me it's been used in filming TV shows!,She told me it's been used in filming TV shows!
SAY.chapterFlow02.170.UI旁白2,,是啊，那块地有蛮多文物古迹的。,Yeah， that area has lots of old cultural stuff.,Yeah， that area has lots of old cultural stuff.
SAY.chapterFlow02.4648.UI旁白2,,城门，城墙，古墓。,Gate， wall， old graveyard.,Gate， wall， old graveyard.
SAY.chapterFlow02.4649.UI旁白2,,还有一个大石头，刻了句古诗。,A large stone with some old poetry.,A large stone with some old poetry.
SAY.chapterFlow02.171.UI旁白1,,哪句古诗？,Which one?,Which one?
SAY.chapterFlow02.172.UI旁白2,,什么水什么云，不记得了。,Something water， something cloud， don't remember.,Something water， something cloud， don't remember.
SAY.chapterFlow02.4650.UI旁白2,,好像是宋朝的一个诗人，被贬到了这里后写的。,I think it was a Song Dynasty poet， wrote it after they got pressed down here.,I think it was a Song Dynasty poet， wrote it after they got pressed down here.
SAY.chapterFlow02.4651.UI旁白1,,扁？,Pressed down?,Pressed down?
SAY.chapterFlow02.4652.UI旁白2,,古代那些当官的人，做错事要挨皇帝罚。,In the old days， when you were an official， if you did something wrong the Emperor would punish you.,In the old days， when you were an official， if you did something wrong the Emperor would punish you.
SAY.chapterFlow02.4653.UI旁白2,,皇帝派他去偏远地区，这就叫贬。,If the emperor sent you to the middle of nowhere， that would sometimes be called pressed down.,If the emperor sent you to the middle of nowhere， that would sometimes be called pressed down.
SAY.chapterFlow02.4654.UI旁白1,,哦，吓我一跳！,Oh， scared me.,Oh， scared me.
SAY.chapterFlow02.4655.UI旁白1,,我还以为他被压扁了。,I thought he got flattened.,I thought he got flattened.
SAY.chapterFlow02.4656.UI旁白2,,哪有这么恐怖的事咧？,No way， not that scary.,No way， not that scary.
SAY.chapterFlow02.4657.UI旁白1,,好啦，接下来是最重要的一题！,Okay， the next one is the most important question!,Okay， the next one is the most important question!
SAY.chapterFlow02.4658.UI旁白1,,我们家在哪里呢？,Where is our house?,Where is our house?
SAY.chapterFlow02.183.主角,,还要问哪个？,What else do you want to ask?,What else do you want to ask?
SAY.chapterFlow02.184.女儿,,没了，其他都很简单。,Nothing， the rest are easy.,Nothing， the rest are easy.
SAY.chapterFlow02.185.女儿,,你要走了吗？,Are you leaving?,Are you leaving?
SAY.chapterFlow02.186.主角,,准备啦，快到时间了。,Getting ready to， it's almost time.,Getting ready to， it's almost time.
SAY.chapterFlow02.187.女儿,,这次去哪里？,Where are you going this time.,Where are you going this time.
SAY.chapterFlow02.188.主角,,山东。,Shandong.,Shandong.
SAY.chapterFlow02.5353.女儿,,山东比广东远吗？,Is Shandong farther than Guangdong?,Is Shandong farther than Guangdong?
SAY.chapterFlow02.5352.主角,,远多了。,Much farther.,Much farther.
SAY.chapterFlow02.5355.女儿,,这个地图送给你。,Take this map.,Take this map.
SAY.chapterFlow02.5354.主角,,给我干嘛？,Why give it to me?,Why give it to me?
SAY.chapterFlow02.189.女儿,,带着它就不怕迷路了。,If you have it， then you won't get lost.,If you have it， then you won't get lost.
SAY.chapterFlow02.190.主角,,我怎么会迷路呢？,How would I get lost?,How would I get lost?
SAY.chapterFlow02.191.女儿,,你上次说的呀。,You said it last time.,You said it last time.
SAY.chapterFlow02.192.女儿,,镇上每天都不一样。,The town is different everyday.,The town is different everyday.
SAY.chapterFlow02.193.女儿,,盖新房子，修新街道。,They build new houses， make new roads.,They build new houses， make new roads.
SAY.chapterFlow02.194.女儿,,你总是出去开车，我怕你会不认得路回家。,You keep driving everyday， I'm afraid you won't know your way home.,You keep driving everyday， I'm afraid you won't know your way home.
SAY.chapterFlow02.195.主角,,哈哈，那不至于。,Haha， it's not that bad.,Haha， it's not that bad.
SAY.chapterFlow02.196.主角,,我这辈子都住在这里，闭着眼睛都会走。,I've lived here all my life， I can walk around with my eyes closed.,I've lived here all my life， I can walk around with my eyes closed.
SAY.chapterFlow02.197.女儿,,啊……那它就没用了。,Oh...then it's not useful anymore.,Oh...then it's not useful anymore.
SAY.chapterFlow02.198.主角,,没事，你给我吧。,It's fine， I'll take it.,It's fine， I'll take it.
SAY.chapterFlow02.199.主角,,就当是个护身符。,It's like a protection charm.,It's like a protection charm.
SAY.chapterFlow02.200.女儿,,好的。,Okay.,Okay.
SAY.chapterFlow02.201.主角,,谢谢你哦。,Thank you.,Thank you.
SAY.chapterFlow02.202.女儿,,不客气！,You're welcome!,You're welcome!
SAY.chapterFlow02.408.系统提示,,这是芷滨镇中心村的地图,This is a map of the town of Zhibin.,This is a map of the town of Zhibin.
SAY.chapterFlow02.410.系统提示,,蓝线表示当前在哪里,The blue tells you where you're at now.,The blue tells you where you're at now.
SAY.chapterFlow02.418.系统提示,,红圈表示要去哪里,The red tells you where you need to go.,The red tells you where you need to go.
SAY.chapterFlow02.424.系统提示,,方向键可以切换不同地点,Arrow keys can swap between different locations.,Arrow keys can swap between different locations.
SAY.chapterFlow02.429.系统提示,,确认键可以获取该地点的信息,Confirm key gives you some information.,Confirm key gives you some information.
SAY.chapterFlow02.4758.UI旁白1,,去邮局门口找村里来的宁叔。,Go to the post office to find Uncle Ning.,Go to the post office to find Uncle Ning.
SAY.chapterFlow02.5358.UI旁白1,,去畜牧站找阿山。,Go to the agriculture station to find Ah Shan.,Go to the agriculture station to find Ah Shan.
SAY.chapterFlow02.499.UI旁白1,,这时候回家还早，先去谈谈工作吧。,It's too early to go back， let's see if I can find some work.,It's too early to go back， let's see if I can find some work.
SAY.chapterFlow02.505.UI旁白1,,之前陪地主妹看过一个动画片，叫《机器狗》。,Ah， not long ago I went with the kid to watch a cartoon movie， “Robot Dog”.,Ah， not long ago I went with the kid to watch a cartoon movie， “Robot Dog”.
